filename,xmin,xmax,ymin,ymax,label
526.jpg,162.09493767374414,244.90430800706997,93.38077931204823,171.49174565483077,1
25.jpg,274.7317073170732,328.25087108013935,228.34843205574916,349.6585365853659,1
484.jpg,173.51700825524998,205.12941866612547,298.56165388049084,339.3065384100637,1
318.jpg,282.1638986227008,340.8767906593436,227.44120313223763,286.1540951688804,1
243.jpg,154.5033592706506,224.2945963243713,266.1693385566037,338.8484888677197,1
293.jpg,256.8622517716315,333.11078662035334,104.36518207418796,187.2854637221729,1
304.jpg,334.1591842789336,440.1425076509835,125.93312541855336,240.02105587199523,1
112.jpg,231.7518795420839,313.43987885848424,161.56070975910288,223.2805314648276,1
84.jpg,329.6003936306775,437.9621668791195,168.75088646502155,329.03600939500853,1
52.jpg,305.74462485198154,387.8059527343316,268.0228854221916,362.6581264478049,1
235.jpg,223.15649377557563,314.8986078833123,153.73002904539655,232.08275352659865,1
571.jpg,169.7938075790403,217.47563025534612,124.43792747231036,170.95677886382828,1
515.jpg,258.8134631806743,327.71056564775193,130.60494206802545,207.2904126400771,1
322.jpg,175.97227357429048,258.7418409867038,233.0067654046929,310.9075347340231,1
672.jpg,279.92065996500173,341.01692873241865,70.44773847671536,132.79086987203868,1
510.jpg,232.6807276402378,328.10596987471735,164.27085078720907,240.08816653515171,1
252.jpg,232.3310978986437,256.1388782486814,126.01704426657884,155.1610512467974,1
19.jpg,245.7122161919616,285.0261707826755,169.05000474006957,201.8116335656645,1
434.jpg,254.21602787456445,315.7630662020906,60.65505226480836,115.9581881533101,1
545.jpg,314.80195061004895,404.9217247062591,249.98978430798005,338.87504095081744,1
546.jpg,312.602436505811,399.7989415653067,255.6577801404261,330.3976416199938,1
294.jpg,178.51609221495005,237.24614209674144,165.14192243988865,227.94237181843783,1
63.jpg,244.3850750696677,327.30143982544786,167.70302345341997,253.11311346501304,1
339.jpg,204.3835673760997,259.6534898214676,124.93305386088348,189.99035840595184,1
392.jpg,250.1900124964312,290.7137469148672,183.23775563118903,227.28529304253252,1
30.jpg,154.6760116503682,228.4664025294429,153.25696567192446,236.27115541088352,1
582.jpg,282.6826241737042,375.3748899414565,253.3204778746025,334.49817646623654,1
279.jpg,318.3699311198212,387.30049253049896,164.63990207442464,244.9762398336319,1
260.jpg,231.55476513278504,270.70979830392656,204.55129398027367,249.10702138191743,1
448.jpg,194.505200628238,248.6458234835207,233.94096295492537,300.11283533360427,1
452.jpg,166.49334952234568,228.01123121026325,196.97009824847,255.1016745223737,1
590.jpg,170.4155942065507,254.47193459221424,207.8379375289352,275.77388386803307,1
610.jpg,137.77832038366475,288.6486983603474,89.77410920926572,200.12145177898816,1
356.jpg,290.6680843017397,375.1189466326506,214.07311614114616,284.28517028835694,1
183.jpg,203.5858981630254,268.1278071696988,293.2274384500718,351.7932447709421,1
660.jpg,280.69467300823374,404.02047899812135,272.9868101338658,377.0429589378335,1
340.jpg,130.9371426752007,150.69059092361462,141.6604431529111,165.3645810510078,1
450.jpg,301.5533594108928,347.6541427740688,73.76125338108169,116.06550164376088,1
178.jpg,183.3524478939092,256.6934270514729,299.4037619726423,371.01907103238096,1
231.jpg,221.72441130247373,310.1421213310676,146.90942589366358,225.3518045344161,1
263.jpg,270.3593222886304,333.9369711373265,270.97658101531675,318.50550297016724,1
248.jpg,190.08166523873305,248.69474356883228,274.98846095055904,334.1493250594442,1
517.jpg,314.98836403135795,349.2161745134732,297.8744587903003,340.4279529032004,1
695.jpg,119.8210477688308,173.1414140259605,138.99241541184372,188.7181502359085,1
165.jpg,194.19553643741597,279.9514001063603,213.55976371750012,289.3568819281155,1
298.jpg,243.9003279426461,281.7530874769367,120.70030870368136,154.62495168252673,1
624.jpg,179.6790634997379,251.78328315659067,234.3387138847715,321.5615602438675,1
453.jpg,161.04901896307632,241.0257426658285,195.0117372478067,256.3637444718358,1
359.jpg,190.87595461797275,273.86550010404784,94.60808185412564,162.10624551613338,1
403.jpg,273.065065426985,391.2502944425038,140.10668278452633,238.75322474506012,1
451.jpg,302.52334815672253,353.0325187628537,70.18116336851911,118.56363205439212,1
106.jpg,116.17848791665836,199.68177610675656,266.24236814234206,381.8157597677678,1
116.jpg,186.97475399087196,266.2423681423419,175.47792445745262,260.191405230016,1
639.jpg,183.94310055253845,211.1024845267388,129.62433260413783,153.08016421821992,1
519.jpg,264.672732720352,299.38391078203745,65.62582102287415,91.11684241192444,1
637.jpg,235.77405152251777,331.54206832650954,186.6747129580347,276.123012917093,1
94.jpg,161.95402234840418,240.79201813309908,227.3467785419108,282.3500314149537,1
8.jpg,255.10801393728224,311.30313588850174,193.5609756097561,259.5679442508711,1
91.jpg,223.4532087721006,249.48659231836476,177.3524254089245,215.8601385711069,1
540.jpg,182.51756640043752,315.925533366859,132.63458744777557,231.24047607513057,1
424.jpg,138.97260072974083,255.83592407065927,63.16936396806401,167.92522588177016,1
533.jpg,181.30133870200788,241.3806679493008,126.53876425536032,192.99819926342772,1
474.jpg,221.3054546295336,288.8036182915414,293.7829910207059,346.896300131794,1
551.jpg,231.9523320852118,293.5441942773302,279.7843101705803,349.89419585735334,1
629.jpg,243.72970700943415,389.9675312150947,124.5077057493977,246.07890900470585,1
